"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.523715458E0,-9.225136042E-2,-1.849303842E0,-2.470969677E0,3.087738032E0
9.533658458E0,-2.213198543E-1,-2.120860577E0,-2.552520275E0,3.326017411E0
9.543601458E0,-4.610795975E-1,-2.271045208E0,-2.533451080E0,3.433455273E0
9.553543458E0,-7.753078938E-1,-2.238106251E0,-2.387192726E0,3.362872438E0
9.563486458E0,-1.118102074E0,-2.084830999E0,-2.157041073E0,3.201483833E0
9.573429458E0,-1.433038473E0,-1.896385908E0,-1.945315003E0,3.071502766E0
9.583371458E0,-1.690115571E0,-1.721521258E0,-1.828945518E0,3.027402813E0
9.593314458E0,-1.917808414E0,-1.621868253E0,-1.791914821E0,3.085353216E0
9.603256458E0,-2.107847452E0,-1.646425128E0,-1.760375738E0,3.201977408E0
9.613199458E0,-2.259425879E0,-1.759858251E0,-1.712712288E0,3.336988125E0
9.623142458E0,-2.405406952E0,-1.941448212E0,-1.645308852E0,3.501748846E0
9.633084458E0,-2.613356352E0,-2.063976049E0,-1.517038703E0,3.659376310E0
9.643027458E0,-2.877851486E0,-2.082318783E0,-1.363926649E0,3.805046201E0
9.652969458E0,-3.184264183E0,-2.026469707E0,-1.259985685E0,3.979155914E0
9.662912458E0,-3.517074585E0,-1.982659340E0,-1.177434921E0,4.205603962E0
9.672855458E0,-3.859554768E0,-2.015051842E0,-1.077947974E0,4.485372756E0
9.682797458E0,-4.199203014E0,-2.062217712E0,-9.436274767E-1,4.772471128E0
9.692740458E0,-4.469564915E0,-2.159423590E0,-8.058922291E-1,5.028874929E0
9.702683458E0,-4.682563305E0,-2.364818335E0,-6.095230579E-1,5.281125185E0
9.712625458E0,-4.818449497E0,-2.565267801E0,-4.245377481E-1,5.475243077E0
9.722568458E0,-4.856983662E0,-2.748041868E0,-2.800719142E-1,5.587527600E0
9.732510458E0,-4.853151798E0,-2.884747505E0,-2.397130430E-1,5.650868330E0
9.742453458E0,-4.797621727E0,-2.821832895E0,-2.898881733E-1,5.573504309E0
9.752396458E0,-4.630281448E0,-2.770238876E0,-2.968499362E-1,5.403873574E0
9.762338458E0,-4.343923092E0,-2.764701843E0,-2.401829660E-1,5.154699988E0
9.772281458E0,-3.926076174E0,-2.684759140E0,-7.666114718E-2,4.756877410E0
9.782223458E0,-3.436118603E0,-2.480826855E0,9.036602825E-2,4.239054016E0
9.792166458E0,-3.017884731E0,-2.186609745E0,1.700776368E-1,3.730659034E0
9.802109458E0,-2.728379965E0,-1.941906452E0,2.778568566E-1,3.360396157E0
9.812051458E0,-2.588803291E0,-1.777988911E0,4.780155122E-1,3.176735097E0
9.821994458E0,-2.519509315E0,-1.560225010E0,6.793587804E-1,3.040354852E0
9.831937458E0,-2.449294329E0,-1.265352368E0,8.096480966E-1,2.873271544E0
9.841879458E0,-2.285902977E0,-9.750804901E-1,9.203822613E-1,2.650139221E0
9.851822458E0,-2.050245285E0,-8.060560822E-1,9.779568911E-1,2.410317783E0
9.861764458E0,-1.737388968E0,-7.358186841E-1,1.035019636E0,2.152025839E0
9.871707458E0,-1.359425664E0,-6.859925389E-1,1.076759100E0,1.864948809E0
9.881650458E0,-1.021027684E0,-5.485086441E-1,1.087462187E0,1.589318493E0
9.891592458E0,-7.671785951E-1,-4.282948971E-1,1.170412779E0,1.463511390E0
9.901535292E0,-5.901144147E-1,-3.449808061E-1,1.241363764E0,1.417120592E0
9.911477292E0,-4.666023254E-1,-2.767468989E-1,1.258879066E0,1.370796512E0
9.921420292E0,-3.661834300E-1,-1.796193868E-1,1.271943927E0,1.335737542E0
9.931363292E0,-2.564060688E-1,-6.796237826E-2,1.304489017E0,1.331185393E0
9.941305292E0,-8.956698328E-2,6.797651947E-2,1.332536817E0,1.337272380E0
9.951248292E0,1.557263881E-1,1.642678976E-1,1.343798280E0,1.362728317E0
9.961191292E0,4.441826940E-1,2.062097341E-1,1.270071983E0,1.361214003E0
9.971133292E0,7.516739368E-1,9.431568533E-2,1.200407624E0,1.419467372E0
9.981076292E0,1.034364820E0,6.383946538E-2,1.158494234E0,1.554379280E0
9.991018292E0,1.220022202E0,1.140491068E-1,1.190744519E0,1.708605830E0
1.000096129E1,1.307165742E0,2.413564622E-1,1.237807989E0,1.816343535E0
1.001090429E1,1.306268334E0,4.100472033E-1,1.225078106E0,1.837196787E0
1.002084629E1,1.250176191E0,5.192731619E-1,1.179446578E0,1.795460764E0
1.003078929E1,1.165272474E0,5.151825547E-1,1.162568569E0,1.724772067E0
1.004073229E1,1.107201219E0,4.970684648E-1,1.180402160E0,1.693021221E0
1.005067429E1,1.107766628E0,4.682993889E-1,1.222857952E0,1.715177190E0
1.006061729E1,1.163138390E0,4.178778231E-1,1.251824737E0,1.759141256E0
1.007055929E1,1.262355804E0,3.626361489E-1,1.262436867E0,1.821755745E0
1.008050229E1,1.370432019E0,2.989014983E-1,1.254478216E0,1.881792130E0
1.009044529E1,1.464142799E0,2.758113742E-1,1.242256761E0,1.939842239E0
1.010038729E1,1.526062369E0,3.312579095E-1,1.220091939E0,1.981722104E0
1.011033029E1,1.559690595E0,4.001786411E-1,1.172775030E0,1.992028857E0
1.012027229E1,1.595494270E0,4.278088808E-1,1.088090658E0,1.978020143E0
1.013021529E1,1.658073783E0,3.737733364E-1,9.896962643E-1,1.966828379E0
1.014015829E1,1.774328232E0,3.448305130E-1,9.009909034E-1,2.019636939E0
1.015010029E1,1.926700950E0,3.231622279E-1,8.461617231E-1,2.128990380E0
1.016004329E1,2.110232592E0,3.019022942E-1,7.958216667E-1,2.275424952E0
1.016998629E1,2.325707436E0,2.437420636E-1,7.565669417E-1,2.457787380E0
1.017992829E1,2.545740843E0,1.869171262E-1,7.151330709E-1,2.650877168E0
1.018987129E1,2.736688852E0,1.764796525E-1,6.392313838E-1,2.815888440E0
1.019981329E1,2.832355022E0,1.259187758E-1,3.702735901E-1,2.859229449E0
1.020975629E1,2.886014700E0,2.732552290E-1,1.086140424E-1,2.900956097E0
1.021969929E1,2.924712658E0,3.981223702E-1,-3.229142725E-2,2.951861834E0
1.022964129E1,2.941760302E0,3.363090456E-1,-1.180659831E-1,2.963274713E0
1.023958429E1,2.959776163E0,2.506299019E-1,-1.682375968E-1,2.975129270E0
1.024952729E1,2.983874321E0,3.380438983E-1,-1.911290735E-1,3.009038046E0
1.025946929E1,3.010991573E0,4.736725688E-1,-2.121094465E-1,3.055392998E0
1.026941229E1,3.031995773E0,6.091923714E-1,-2.419720143E-1,3.102041936E0
1.027935429E1,3.039934397E0,7.318304777E-1,-2.848770320E-1,3.139734369E0
1.028929729E1,3.019561768E0,8.099303246E-1,-3.598535359E-1,3.146940572E0
1.029924029E1,3.000470877E0,8.527332544E-1,-4.823313653E-1,3.156362310E0
1.030918229E1,2.999703407E0,8.698360920E-1,-5.779508352E-1,3.176296983E0
1.031912529E1,3.032252312E0,8.323289156E-1,-6.300529242E-1,3.206913188E0
1.032906729E1,3.026377678E0,9.049661160E-1,-6.468973756E-1,3.224345164E0
1.033901029E1,2.905989885E0,8.951432705E-1,-5.688679814E-1,3.093488236E0
1.034895329E1,2.630853415E0,9.685099125E-1,-3.797467649E-1,2.829064995E0
1.035889529E1,2.196930647E0,9.636093974E-1,-1.684744060E-1,2.404876497E0
1.036883829E1,1.682165861E0,7.871957421E-1,-9.667772055E-2,1.859759582E0
1.037878129E1,1.173542857E0,6.591854095E-1,-1.414213330E-1,1.353413549E0
1.038872329E1,7.155797482E-1,5.639477968E-1,-2.461245656E-1,9.437525074E-1
1.039866629E1,3.423436582E-1,4.537892342E-1,-3.931797743E-1,6.911687090E-1
1.040860829E1,3.676138818E-2,4.556832612E-1,-5.743091106E-1,7.340501268E-1
1.041855129E1,-2.091827840E-1,4.440635145E-1,-7.258880138E-1,8.762780670E-1
1.042849429E1,-3.636080623E-1,3.842731416E-1,-7.985078692E-1,9.578577596E-1
1.043843629E1,-4.588410556E-1,1.967756748E-1,-7.146146894E-1,8.717396026E-1
1.044837929E1,-4.598927498E-1,-4.975447059E-2,-6.578246355E-1,8.041828770E-1
1.045832229E1,-4.047344625E-1,-2.903395891E-1,-6.483069062E-1,8.175627846E-1
1.046826429E1,-2.806537747E-1,-4.920894802E-1,-6.776975393E-1,8.832850913E-1
1.047820729E1,-1.349491477E-1,-4.881559014E-1,-7.799296379E-1,9.299449966E-1
1.048814929E1,-7.077415287E-2,-1.650729328E-1,-9.356901646E-1,9.527718184E-1
1.049809229E1,-7.747415453E-2,2.702705562E-1,-1.134477615E0,1.168797621E0
1.050803529E1,-1.351920366E-1,6.754369736E-1,-1.305849075E0,1.476392156E0
1.051797729E1,-1.593597978E-1,1.030772448E0,-1.413060546E0,1.756310761E0
1.052792029E1,-1.138189510E-1,1.241377950E0,-1.414102912E0,1.885115650E0
1.053786329E1,-2.829575352E-2,1.177473783E0,-1.280813932E0,1.740037209E0
1.054780529E1,5.376076698E-2,9.789819121E-1,-1.060048580E0,1.443952491E0
1.055774829E1,7.875081897E-2,7.714983225E-1,-8.351418972E-1,1.139681246E0
1.056769029E1,2.636456862E-2,6.426916122E-1,-7.315337062E-1,9.741094200E-1
1.057763329E1,-5.185645819E-2,5.775043368E-1,-7.561354041E-1,9.528594338E-1
1.058757629E1,-2.093978822E-1,4.366148412E-1,-8.141678572E-1,9.472852223E-1
1.059751829E1,-4.319121838E-1,2.606326640E-1,-9.327845573E-1,1.060454879E0
1.060746129E1,-6.346074939E-1,1.839216352E-1,-9.873054028E-1,1.187992339E0
1.061740429E1,-7.305702567E-1,1.126248538E-1,-9.540685415E-1,1.206923378E0
1.062734629E1,-7.110114694E-1,-2.095078863E-2,-8.462222219E-1,1.105471978E0
1.063728929E1,-6.344459653E-1,-1.869175583E-1,-6.930833459E-1,9.580315135E-1
1.064723129E1,-5.461797714E-1,-4.124771953E-1,-5.282272696E-1,8.645656873E-1
1.065717429E1,-4.704825282E-1,-6.150844693E-1,-4.101198614E-1,8.762882028E-1
1.066711729E1,-4.241144955E-1,-7.476848960E-1,-3.490152359E-1,9.277485887E-1
1.067705929E1,-4.035079777E-1,-8.316660523E-1,-3.269683123E-1,9.805077195E-1
1.068700229E1,-4.111139774E-1,-8.805723190E-1,-3.477058411E-1,1.032144207E0
1.069694529E1,-4.614466429E-1,-8.309502006E-1,-3.692995012E-1,1.019702585E0
1.070688729E1,-5.613327622E-1,-7.430099249E-1,-3.668358028E-1,1.000862990E0
1.071683029E1,-6.940861940E-1,-7.079268694E-1,-3.661919832E-1,1.056888199E0
1.072677229E1,-8.405765891E-1,-6.751524210E-1,-3.685534000E-1,1.139399580E0
1.073671529E1,-9.910671115E-1,-6.578018665E-1,-3.195012510E-1,1.231664875E0
1.074665829E1,-1.116333842E0,-7.088592052E-1,-2.164624929E-1,1.339977101E0
1.075660029E1,-1.211700439E0,-8.178817034E-1,-9.893512726E-2,1.465242845E0
1.076654329E1,-1.268448710E0,-9.758737087E-1,-7.379380986E-3,1.600420595E0
1.077648629E1,-1.312777281E0,-1.217416644E0,6.547773629E-2,1.791584441E0
1.078642829E1,-1.351639390E0,-1.427394629E0,1.236520931E-1,1.969688886E0
1.079637129E1,-1.394465923E0,-1.540643215E0,1.425400674E-1,2.082890875E0
1.080631429E1,-1.465731263E0,-1.603372931E0,1.416226029E-1,2.176977229E0
1.081625629E1,-1.546737194E0,-1.553215265E0,1.299497783E-1,2.195850758E0
1.082619929E1,-1.619934678E0,-1.452842951E0,1.366018206E-1,2.180275455E0
1.083614129E1,-1.681932330E0,-1.354738355E0,1.219849661E-1,2.163121056E0
1.084608429E1,-1.720088840E0,-1.240963578E0,1.603102535E-1,2.127062669E0
1.085602729E1,-1.736824155E0,-1.187343478E0,1.859687865E-1,2.112090687E0
1.086596929E1,-1.716752887E0,-1.203929424E0,1.957684159E-1,2.105946772E0
1.087591229E1,-1.668693542E0,-1.250087976E0,1.764279455E-1,2.092459058E0
1.088585529E1,-1.596429229E0,-1.235287547E0,1.431160718E-1,2.023611577E0
1.089579729E1,-1.518969536E0,-1.158534527E0,1.043370515E-1,1.913205927E0
1.090574021E1,-1.445927024E0,-9.938555956E-1,7.444599271E-2,1.756131006E0
1.091568221E1,-1.375960827E0,-7.686951756E-1,3.349536657E-2,1.576477849E0
1.092562521E1,-1.303214788E0,-5.127744675E-1,-1.366308890E-2,1.400533155E0
1.093556821E1,-1.230457187E0,-2.965625525E-1,-6.847675145E-2,1.267542229E0
1.094551021E1,-1.139394999E0,-1.855438948E-1,-1.174999550E-1,1.160367933E0
1.095545321E1,-1.042984247E0,-1.605284661E-1,-1.509020776E-1,1.066000453E0
1.096539621E1,-9.401748180E-1,-1.944369078E-1,-1.429437548E-1,9.706530362E-1
1.097533821E1,-8.415524364E-1,-2.751716375E-1,-9.697067738E-2,8.906925651E-1
1.098528121E1,-7.826678157E-1,-3.508128822E-1,-4.988359287E-2,8.591431550E-1
1.099522321E1,-7.512087822E-1,-3.900403678E-1,-2.123684809E-2,8.466977777E-1
1.100516621E1,-7.330023646E-1,-4.294692576E-1,2.640896477E-2,8.499610245E-1
1.101510921E1,-7.234728336E-1,-4.845627844E-1,6.821920723E-2,8.734230895E-1
1.102505121E1,-6.956867576E-1,-4.971190393E-1,1.008940637E-1,8.609802646E-1
1.103499421E1,-6.357090473E-1,-5.250467062E-1,1.066143066E-1,8.313643286E-1
1.104493721E1,-5.442832708E-1,-5.767998695E-1,8.914290369E-2,7.980531472E-1
1.105487921E1,-4.399252534E-1,-6.518535614E-1,6.728613377E-2,7.892874748E-1
1.106482221E1,-3.288938105E-1,-7.319390774E-1,6.197153032E-2,8.048269517E-1
1.107476421E1,-2.417790294E-1,-8.384222388E-1,7.657167315E-2,8.759407347E-1
1.108470721E1,-1.944900751E-1,-9.560948014E-1,1.073583439E-1,9.815648082E-1
1.109465021E1,-1.938434988E-1,-1.045965552E0,1.425860971E-1,1.073289352E0
1.110459221E1,-2.208346426E-1,-1.090793729E0,1.696331650E-1,1.125777202E0
1.111453521E1,-2.442689687E-1,-1.156550288E0,1.817173660E-1,1.195950291E0
1.112447821E1,-2.475611717E-1,-1.264533758E0,1.960214823E-1,1.303363564E0
1.113442021E1,-2.091170698E-1,-1.369441271E0,2.132288069E-1,1.401629718E0
1.114436321E1,-1.330872774E-1,-1.489712715E0,2.594964206E-1,1.517990313E0
1.115430621E1,-1.940867491E-2,-1.645555377E0,3.173055351E-1,1.675980906E0
1.116424821E1,1.270436198E-1,-1.771477103E0,3.283685744E-1,1.806127661E0
1.117419121E1,2.733700573E-1,-1.880586982E0,3.085761964E-1,1.925242284E0
1.118413321E1,4.208266139E-1,-2.050634146E0,2.888996899E-1,2.113210465E0
1.119407621E1,5.770931244E-1,-2.197736979E0,2.801246643E-1,2.289444065E0
1.120401921E1,7.238104343E-1,-2.328187704E0,2.720685899E-1,2.453238849E0
1.121396121E1,8.509646058E-1,-2.428473711E0,2.680905759E-1,2.587179523E0
1.122390421E1,9.525938034E-1,-2.483723879E0,2.565819919E-1,2.672480791E0
1.123384721E1,1.039485335E0,-2.496312380E0,2.307283282E-1,2.713916141E0
1.124378921E1,1.120129585E0,-2.480332136E0,1.896189749E-1,2.728129973E0
1.125373221E1,1.190352559E0,-2.447888851E0,1.446574628E-1,2.725807188E0
1.126367421E1,1.246929884E0,-2.459129572E0,1.054576039E-1,2.759216137E0
1.127361721E1,1.294589162E0,-2.495957851E0,9.864481539E-2,2.813449394E0
1.128356021E1,1.342577100E0,-2.453646898E0,1.270056069E-1,2.799826208E0
1.129350221E1,1.386494040E0,-2.268775463E0,1.895169765E-1,2.665637731E0
1.130344521E1,1.418200374E0,-2.038464546E0,2.416528910E-1,2.495000226E0
1.131338821E1,1.445032358E0,-1.793530107E0,2.646212578E-1,2.318381584E0
1.132333021E1,1.490939140E0,-1.519727826E0,2.338415086E-1,2.141764235E0
1.133327321E1,1.544067264E0,-1.109246731E0,1.256097406E-1,1.905347693E0
1.134321621E1,1.567259908E0,-5.913080573E-1,-4.601714388E-2,1.675728622E0
1.135315821E1,1.541464329E0,-1.174952239E-1,-2.253176570E-1,1.562269327E0
1.136310121E1,1.355149269E0,3.380416632E-1,-4.252281189E-1,1.459972829E0
1.137304321E1,1.154902220E0,8.324493766E-1,-6.321911812E-1,1.557702408E0
1.138298621E1,1.002250314E0,1.243907213E0,-8.205165863E-1,1.795844736E0
1.139292921E1,8.917245865E-1,1.578515053E0,-1.003891349E0,2.072361057E0
1.140287121E1,8.440390825E-1,1.851650119E0,-1.130732894E0,2.327996352E0
1.141281421E1,8.335542083E-1,1.873306990E0,-1.172568202E0,2.361992355E0
1.142275721E1,8.233953118E-1,1.549106002E0,-1.076291680E0,2.058181971E0
1.143269921E1,7.931643724E-1,1.126162767E0,-9.616150260E-1,1.679897544E0
1.144264221E1,7.332442999E-1,6.946787834E-1,-7.879607081E-1,1.281057334E0
1.145258521E1,6.588963270E-1,3.519456983E-1,-6.727852225E-1,1.005310947E0
1.146252721E1,5.059080720E-1,9.438765049E-2,-6.261191964E-1,8.104796444E-1
1.147247021E1,2.438872606E-1,-2.405576780E-2,-5.708900094E-1,6.212689262E-1
1.148241221E1,-1.189457923E-1,-7.333835959E-2,-4.658618271E-1,4.863680278E-1
1.149235521E1,-4.915938973E-1,-3.109246679E-2,-3.706575930E-1,6.164562861E-1
1.150229821E1,-7.545011640E-1,6.653022766E-2,-2.857680023E-1,8.095440870E-1
1.151224021E1,-8.843902946E-1,1.302601248E-1,-2.263844758E-1,9.221517359E-1
1.152218321E1,-8.726081848E-1,1.507331729E-1,-1.387699395E-1,8.963384571E-1
1.153212621E1,-7.539408207E-1,1.468666792E-1,-2.141810581E-2,7.684109043E-1
1.154206821E1,-6.084758043E-1,1.718407422E-1,1.094405726E-1,6.416769312E-1
1.155201121E1,-4.705231488E-1,2.791111469E-1,2.095624357E-1,5.858425389E-1
1.156195321E1,-3.366793096E-1,3.573215306E-1,2.487015873E-1,5.503490831E-1
1.157189621E1,-1.805678010E-1,3.752632737E-1,2.398726791E-1,4.805893856E-1
1.158183921E1,-4.127088189E-2,3.784004748E-1,2.179047912E-1,4.386031270E-1
1.159178121E1,5.690277740E-2,3.950319886E-1,1.982187927E-1,4.456219114E-1
1.160172421E1,1.026846468E-1,3.861450255E-1,2.076442540E-1,4.502979609E-1
1.161166721E1,9.060812742E-2,3.625351787E-1,2.366677225E-1,4.423270276E-1
1.162160921E1,2.180323377E-2,3.109257817E-1,2.505584955E-1,3.999122184E-1
1.163155221E1,-7.969558984E-2,2.486880422E-1,2.437031567E-1,3.571951259E-1
1.164149521E1,-1.899706870E-1,1.874430627E-1,2.434507012E-1,3.612367750E-1
1.165143721E1,-2.876400650E-1,1.408088654E-1,2.435911447E-1,4.023687231E-1
1.166138021E1,-3.378760517E-1,1.885148585E-1,2.346788645E-1,4.525176766E-1
1.167132221E1,-2.603651881E-1,5.528335571E-1,1.929358765E-2,6.113813995E-1
1.168126521E1,-1.341438890E-1,6.587402821E-1,-1.015369594E-1,6.798846198E-1
1.169120821E1,-7.329118997E-2,6.499766111E-1,-1.527503431E-1,6.716947676E-1
1.170115021E1,-5.044233426E-2,5.374966860E-1,-1.908314228E-1,5.725938774E-1
1.171109321E1,-1.035764068E-1,4.322968125E-1,-2.346906960E-1,5.026811405E-1
1.172103621E1,-2.597635984E-1,3.888851702E-1,-2.593353391E-1,5.347556646E-1
1.173097821E1,-4.599454403E-1,4.360207319E-1,-2.954374254E-1,6.992475663E-1
1.174092121E1,-7.425949574E-1,5.212250948E-1,-3.088459074E-1,9.583885771E-1
1.175086421E1,-1.045295477E0,6.093980670E-1,-3.026430607E-1,1.247237532E0
1.176080621E1,-1.344894409E0,6.816024780E-1,-2.924815118E-1,1.535860783E0
1.177074921E1,-1.545710206E0,7.716416717E-1,-2.655799687E-1,1.747908359E0
1.178069121E1,-1.740258098E0,6.820130348E-1,-1.747523248E-1,1.877279521E0
1.179063421E1,-1.411045074E0,1.268257201E-1,1.193723530E-1,1.421753398E0
1.180057721E1,-1.152970314E0,-4.444153048E-3,3.966210186E-1,1.219290174E0
1.181051921E1,-1.285667062E0,-1.126228943E-1,4.224594533E-1,1.357974852E0
1.182046221E1,-1.770217061E0,-6.678525805E-1,3.932885230E-1,1.932452166E0
1.183040521E1,-1.854548693E0,-7.507160306E-1,1.354606599E-1,2.005311697E0
1.184034721E1,-1.814504623E0,-7.103350163E-1,-3.465407342E-2,1.948898091E0
1.185029021E1,-1.769697666E0,-6.621832252E-1,-8.648952097E-2,1.891506513E0
1.186023321E1,-1.657198310E0,-4.547267258E-1,-1.681950390E-1,1.726665053E0
1.187017521E1,-1.625280023E0,7.120835781E-2,-9.608706832E-2,1.629674356E0
1.188011821E1,-1.575925827E0,5.577465296E-1,2.594456822E-2,1.671914030E0
1.189006021E1,-1.320912838E0,6.436603069E-1,1.688970923E-1,1.479065767E0
1.190000321E1,-9.375030398E-1,5.018501282E-1,2.408229411E-1,1.090303256E0
1.190994667E1,-5.261135101E-1,2.350133210E-1,1.961419135E-1,6.086857456E-1
1.191988867E1,-1.588132977E-1,5.118565168E-4,9.494125843E-2,1.850291007E-1
1.192983167E1,1.319307834E-1,-1.019028202E-1,-2.789184917E-3,1.667264104E-1
1.193977467E1,3.609682620E-1,-1.056565419E-1,-6.343175471E-2,3.814249317E-1
1.194971667E1,5.262373090E-1,-8.334128559E-2,-1.022763103E-1,5.425236575E-1
1.195965967E1,6.230672002E-1,-6.618520617E-2,-1.396820098E-1,6.419534884E-1
1.196960267E1,6.627328992E-1,-5.453224480E-2,-1.853068918E-1,6.903095722E-1
1.197954467E1,6.409759521E-1,-3.725871444E-2,-2.188001424E-1,6.783154763E-1
1.198948767E1,5.818011761E-1,-5.714119412E-3,-2.265638560E-1,6.243848497E-1
1.199942967E1,4.904922843E-1,4.674136639E-2,-2.096919268E-1,5.354793558E-1
1.200937267E1,3.779587150E-1,1.096054241E-1,-1.779742837E-1,4.319039070E-1
1.201931567E1,2.523619235E-1,1.453865767E-1,-1.328342408E-1,3.201073767E-1
1.202925767E1,1.255010962E-1,1.691228449E-1,-8.950948715E-2,2.288340231E-1
1.203920067E1,2.952434588E-4,1.808961481E-1,-4.844300449E-2,1.872704682E-1
1.204914367E1,-1.010699868E-1,2.055151612E-1,-2.703949995E-2,2.306138727E-1
1.205908567E1,-1.709715724E-1,2.329049706E-1,-2.576277964E-2,2.900684828E-1
1.206902867E1,-2.026031762E-1,2.692317665E-1,-3.337420523E-2,3.385965574E-1
1.207897167E1,-2.006161809E-1,3.229032457E-1,-5.157424510E-2,3.836316734E-1
1.208891367E1,-1.609780341E-1,3.866503239E-1,-6.921380013E-2,4.245031808E-1
1.209885667E1,-1.017682329E-1,4.372088313E-1,-6.173644215E-2,4.531221951E-1
1.210879967E1,-4.926026613E-2,4.718962610E-1,-3.573712707E-2,4.758043686E-1
1.211874167E1,-4.622490145E-3,4.872587025E-1,-1.226802263E-2,4.874350367E-1
1.212868467E1,2.195921913E-2,4.887682796E-1,2.717990428E-4,4.892613946E-1
1.213862667E1,2.236987837E-2,4.477052391E-1,-1.881587505E-2,4.486584778E-1
1.214856967E1,2.521044342E-3,3.581261337E-1,2.294110693E-2,3.588690258E-1
1.215851267E1,-2.678225003E-2,2.821986079E-1,7.278216630E-2,2.926612153E-1
1.216845467E1,-7.101588696E-2,1.955285370E-1,7.201342285E-2,2.201376798E-1
1.217839767E1,-1.287550777E-1,1.172499806E-1,4.984473437E-2,1.811351030E-1
1.218834067E1,-1.699647307E-1,8.135256171E-2,5.997974426E-3,1.885264562E-1
1.219828267E1,-1.783414483E-1,4.382303357E-2,-3.369191289E-2,1.867117443E-1
1.220822567E1,-1.665952057E-1,3.588595986E-2,-4.100427032E-2,1.752801040E-1
1.221816867E1,-1.643554866E-1,7.244583219E-2,-7.006086409E-3,1.797504098E-1
1.222811067E1,-1.441321671E-1,1.067584753E-1,4.370411485E-2,1.846117637E-1
1.223805367E1,-1.069869250E-1,1.194681451E-1,9.546691179E-2,1.866353960E-1
1.224799567E1,-7.338137180E-2,1.237356514E-1,1.312026531E-1,1.947035524E-1
1.225793867E1,-4.880226031E-2,1.190918982E-1,1.237868071E-1,1.785713147E-1
1.226788167E1,-2.752559818E-2,1.192978695E-1,7.815872133E-2,1.452529722E-1
1.227782367E1,-1.816272177E-2,1.127009541E-1,1.656912453E-2,1.153513130E-1
1.228776667E1,-7.941395044E-3,1.067316756E-1,-4.026652128E-2,1.143508157E-1
1.229770967E1,1.457699575E-3,1.066680253E-1,-9.123969078E-2,1.403740491E-1
1.230765167E1,-7.765972987E-5,1.182796285E-1,-1.217541248E-1,1.697472929E-1
1.231759467E1,7.124593481E-3,1.395481676E-1,-1.229083389E-1,1.860938223E-1
1.232753767E1,3.007827699E-2,1.579578817E-1,-8.541487157E-2,1.820744228E-1
1.233747967E1,6.412786245E-2,1.573187262E-1,-2.771535330E-2,1.721328126E-1
1.234742267E1,1.075340137E-1,1.268710643E-1,1.243014261E-2,1.667763158E-1
1.235736567E1,1.486132741E-1,7.674611360E-2,2.184201963E-2,1.686800077E-1
1.236730767E1,1.833536774E-1,3.814511374E-2,-5.115662701E-3,1.873493814E-1
1.237725067E1,2.113560140E-1,1.930650906E-3,-5.203976482E-2,2.176768917E-1
1.238719267E1,2.444972545E-1,-5.404446274E-2,-9.065331519E-2,2.663038396E-1
1.239713567E1,2.661202550E-1,-1.076264679E-1,-1.167842522E-1,3.099064509E-1
