"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.091801646E1,-7.016421556E-1,1.435342789E0,-1.219721511E-2,1.597704418E0
2.092795846E1,-5.960789919E-1,1.367606044E0,-9.038150311E-2,1.494598699E0
2.093790146E1,-3.075616062E-1,1.474449635E0,-1.687884033E-1,1.515613866E0
2.094784446E1,-1.229190677E-1,1.376964092E0,-2.846444547E-1,1.411439575E0
2.095778746E1,-1.404068321E-1,1.117807627E0,-3.765656650E-1,1.187859280E0
2.096772946E1,-1.777898818E-1,9.605567455E-1,-3.363341093E-1,1.033150104E0
2.097767246E1,-1.178144142E-1,9.655276537E-1,-1.705839038E-1,9.875336726E-1
2.098761546E1,-1.666382700E-2,1.093799710E0,1.352415048E-2,1.094010234E0
2.099755846E1,3.322387813E-3,1.142344356E0,1.375105828E-1,1.150595857E0
2.100750046E1,-7.102029026E-2,1.115352869E0,1.557558924E-1,1.128412957E0
2.101744346E1,-1.742438078E-1,1.099494338E0,8.943437040E-2,1.116802225E0
2.102738646E1,-2.366177142E-1,1.182149768E0,-8.372878656E-3,1.205626858E0
2.103732846E1,-2.865704000E-1,1.184629679E0,-1.073316932E-1,1.223515493E0
2.104727146E1,-3.173541725E-1,1.076543212E0,-2.015506029E-1,1.140298910E0
2.105721446E1,-2.754490376E-1,8.749645948E-1,-2.329504937E-1,9.464148916E-1
2.106715746E1,-1.284052581E-1,7.118231058E-1,-1.980763972E-1,7.499428667E-1
2.107709946E1,8.700957894E-2,6.685605049E-1,-1.023495346E-1,6.819231942E-1
2.108704246E1,2.559669018E-1,6.311233640E-1,7.093995810E-2,6.847395366E-1
2.109698546E1,3.806553483E-1,5.066971779E-1,2.197506875E-1,6.707688789E-1
2.110692846E1,4.546312988E-1,2.912440002E-1,3.166130483E-1,6.259045517E-1
2.111687046E1,5.053500533E-1,1.399526447E-1,3.358481228E-1,6.227032847E-1
2.112681346E1,5.893288255E-1,-1.343477610E-2,2.778460681E-1,6.516804396E-1
2.113675646E1,7.100987434E-1,-1.973676980E-1,1.367526054E-1,7.495968975E-1
2.114669846E1,8.531112671E-1,-3.075341284E-1,-6.676615775E-2,9.093040163E-1
2.115664146E1,9.992256761E-1,-3.469052315E-1,-2.218053192E-1,1.080737152E0
2.116658446E1,1.127719045E0,-2.891466022E-1,-2.913146317E-1,1.200091753E0
2.117652746E1,1.230956197E0,-2.136506140E-1,-2.622095644E-1,1.276578865E0
2.118646946E1,1.303561091E0,-1.720206141E-1,-1.922579110E-1,1.328843751E0
2.119641246E1,1.336300969E0,-2.214706391E-1,-1.278027296E-1,1.360545134E0
2.120635546E1,1.361778378E0,-2.922750413E-1,-8.069621027E-2,1.395126134E0
2.121629846E1,1.387465835E0,-2.437124103E-1,-5.988207087E-2,1.409979803E0
2.122624046E1,1.400422931E0,-1.724747270E-1,-4.429938272E-2,1.411699101E0
2.123618346E1,1.383105397E0,-1.397688240E-1,-4.008336458E-3,1.390155362E0
2.124612646E1,1.352919221E0,-1.297920793E-1,5.910379067E-2,1.360415253E0
2.125606946E1,1.248512030E0,-1.832567453E-1,1.165540516E-1,1.267260893E0
2.126601146E1,1.063134909E0,-2.816531062E-1,1.138631999E-1,1.105689439E0
2.127595446E1,8.560342193E-1,-3.478790224E-1,3.787167743E-2,9.247965521E-1
2.128589746E1,7.302547097E-1,-4.504908919E-1,-4.462932423E-2,8.591890138E-1
2.129583946E1,6.561474204E-1,-6.252008080E-1,-1.032844260E-1,9.121804429E-1
2.130578246E1,5.696599483E-1,-7.692293525E-1,-1.941496134E-1,9.766884487E-1
2.131572546E1,4.597788453E-1,-8.099892735E-1,-2.870086133E-1,9.746041012E-1
2.132566846E1,3.715315461E-1,-7.358141541E-1,-3.405767679E-1,8.918804259E-1
2.133561046E1,3.093960285E-1,-5.142624378E-1,-3.476316035E-1,6.935701040E-1
2.134555346E1,2.704499662E-1,-3.570217192E-1,-3.093185723E-1,5.443212942E-1
2.135549646E1,2.455180138E-1,-3.721040487E-1,-2.442441881E-1,5.083264125E-1
2.136543946E1,2.388262898E-1,-4.551070631E-1,-1.521398276E-1,5.360102263E-1
2.137538146E1,2.486383170E-1,-5.012563467E-1,-6.761094183E-2,5.636046285E-1
2.138532446E1,2.636074126E-1,-5.252623558E-1,4.724507034E-2,5.895943581E-1
2.139526746E1,2.492053062E-1,-4.828906655E-1,1.511040926E-1,5.640205016E-1
2.140521046E1,1.733467579E-1,-4.230140150E-1,2.033150941E-1,5.003268760E-1
2.141515246E1,4.459088296E-2,-3.802201748E-1,1.880721748E-1,4.265288631E-1
2.142509546E1,-9.419895709E-2,-2.355351299E-1,1.141500250E-1,2.781734515E-1
2.143503846E1,-2.094506472E-1,-1.879846863E-2,7.356113940E-2,2.227873364E-1
2.144498046E1,-3.155254424E-1,1.695852876E-1,9.818446636E-2,3.714238333E-1
2.145492346E1,-4.169965982E-1,2.086939961E-1,1.776124984E-1,4.989845153E-1
2.146486646E1,-4.436686933E-1,5.379149690E-2,2.595646083E-1,5.168261027E-1
2.147480946E1,-3.679730892E-1,-2.068024725E-1,3.049118519E-1,5.207136396E-1
2.148475146E1,-2.163023353E-1,-4.188505411E-1,3.031877279E-1,5.604866407E-1
2.149469446E1,-5.772848427E-2,-5.651452541E-1,2.576172352E-1,6.237694895E-1
2.150463746E1,2.803409100E-2,-5.723789334E-1,1.868599653E-1,6.027604834E-1
2.151458046E1,1.906789653E-2,-4.203916192E-1,8.885184675E-2,4.301015564E-1
2.152452246E1,-4.603547230E-2,-2.974092364E-1,1.171045192E-2,3.011787730E-1
2.153446546E1,-1.212448627E-1,-2.618779242E-1,-1.508437283E-2,2.889773386E-1
2.154440846E1,-1.362075657E-1,-4.367181659E-1,-4.044912010E-2,4.592508995E-1
2.155435146E1,-9.491052479E-2,-6.800279617E-1,-5.907577276E-2,6.891559935E-1
2.156429346E1,1.245135535E-2,-9.001662135E-1,-3.970447183E-2,9.011274567E-1
2.157423646E1,1.306288987E-1,-1.093904257E0,2.554429695E-3,1.101679154E0
2.158417946E1,2.477890849E-1,-1.218752980E0,1.051212847E-1,1.248122086E0
2.159412146E1,3.825732470E-1,-1.279269099E0,2.584521472E-1,1.360032805E0
2.160406446E1,5.466862917E-1,-1.299257278E0,4.228775799E-1,1.471652413E0
2.161400746E1,7.135881782E-1,-1.215511322E0,5.495657921E-1,1.512844480E0
2.162395046E1,9.325820804E-1,-7.103603482E-1,3.834074736E-1,1.233419009E0
2.163389246E1,1.188478470E0,-1.033440456E-1,1.857719123E-1,1.207340991E0
2.164383546E1,1.410418630E0,4.402007461E-1,2.147697285E-2,1.477673397E0
2.165377846E1,1.343018413E0,5.950185061E-1,-1.686842144E-1,1.478580347E0
2.166372146E1,9.384866357E-1,-2.007041872E-1,-3.134994507E-1,1.009614402E0
2.167366346E1,5.201959610E-1,-1.188703656E0,-3.906110525E-1,1.355063546E0
2.168360646E1,2.966438532E-1,-1.887015104E0,-3.708913922E-1,1.945863306E0
2.169354946E1,3.183488548E-1,-2.282350779E0,-1.528185457E-1,2.309507432E0
2.170349146E1,5.400825739E-1,-2.457321644E0,2.467445731E-1,2.528043064E0
2.171343446E1,8.193945289E-1,-2.420566320E0,4.987977147E-1,2.603718085E0
2.172337746E1,1.044733644E0,-2.155942440E0,5.714484453E-1,2.462947323E0
2.173332046E1,1.160569072E0,-1.488235354E0,6.084311604E-1,1.982915409E0
2.174326246E1,1.085485578E0,-9.266434312E-1,5.602819920E-1,1.533252392E0
2.175320546E1,8.414238095E-1,-4.501257837E-1,4.151184559E-1,1.040639506E0
2.176314846E1,4.792871773E-1,-9.281555191E-3,2.552537024E-1,5.430992526E-1
2.177309146E1,7.621870935E-2,2.613948286E-1,1.365065277E-1,3.045826327E-1
2.178303346E1,-2.690646648E-1,3.678949177E-1,8.010105044E-2,4.627727765E-1
2.179297646E1,-4.703029096E-1,3.646160364E-1,6.500810385E-2,5.986282105E-1
2.180291946E1,-5.276026726E-1,2.396094054E-1,5.457862839E-2,5.820275543E-1
2.181286246E1,-5.034982562E-1,5.268962681E-2,2.659543045E-2,5.069457641E-1
2.182280446E1,-4.360240996E-1,-5.000479519E-2,-1.384680159E-2,4.391004770E-1
2.183274746E1,-3.643094599E-1,-5.978796259E-2,-5.160334706E-2,3.727718987E-1
2.184269046E1,-3.224599957E-1,-6.117999554E-2,-8.564147353E-2,3.392018613E-1
2.185263346E1,-3.085382581E-1,-2.796292678E-2,-9.988079965E-2,3.255056929E-1
2.186257546E1,-2.937774062E-1,1.259302162E-2,-1.100247800E-1,3.139573232E-1
2.187251846E1,-2.521575689E-1,-4.806907475E-2,-1.533610821E-1,2.990212317E-1
2.188246146E1,-1.932684332E-1,-2.184613198E-1,-1.982609183E-1,3.526831825E-1
2.189240346E1,-9.396529198E-2,-4.600774348E-1,-2.517226338E-1,5.327898333E-1
2.190234646E1,1.789998263E-2,-7.577490807E-1,-2.920532823E-1,8.122802462E-1
2.191228958E1,1.167879626E-1,-1.070068717E0,-3.372053206E-1,1.128004395E0
2.192223258E1,1.847358495E-1,-1.342745781E0,-4.271101952E-1,1.421097001E0
2.193217458E1,2.111589015E-1,-1.556783915E0,-5.625836849E-1,1.668731447E0
2.194211758E1,1.769167781E-1,-1.686871767E0,-6.603395343E-1,1.820133019E0
2.195206058E1,-1.573955175E-3,-1.545707822E0,-7.444700003E-1,1.715648778E0
2.196200358E1,-2.255037278E-1,-1.398523688E0,-6.871537566E-1,1.574452515E0
2.197194558E1,-4.441640079E-1,-1.055616379E0,-5.482144952E-1,1.269703405E0
2.198188858E1,-7.150663137E-1,-5.582824349E-1,-3.672798574E-1,9.787203911E-1
2.199183158E1,-1.104564190E0,3.490127623E-2,-2.945115268E-1,1.143685791E0
2.200177458E1,-1.445996284E0,3.950237930E-1,-3.128018677E-1,1.531272040E0
2.201171658E1,-1.812854528E0,5.656182766E-1,-2.212095857E-1,1.911883693E0
2.202165958E1,-2.251944304E0,6.407343149E-1,-1.452157497E-1,2.345822078E0
2.203160258E1,-2.568754435E0,4.744241834E-1,-6.391014159E-2,2.612979555E0
2.204154458E1,-2.543405771E0,3.411310539E-2,2.459922247E-2,2.543753475E0
2.205148758E1,-2.191841364E0,-3.689058721E-1,9.324364364E-2,2.224624571E0
2.206143058E1,-1.728383660E0,-3.620229363E-1,1.582807153E-1,1.772970239E0
2.207137358E1,-1.312198758E0,1.001697853E-1,3.270229101E-1,1.356039657E0
2.208131558E1,-1.030894637E0,7.874986529E-1,5.932937264E-1,1.426497573E0
2.209125858E1,-8.717972636E-1,1.203515649E0,8.306945562E-1,1.702508100E0
2.210120158E1,-7.630995512E-1,1.258039355E0,9.118093848E-1,1.731005574E0
2.211114458E1,-5.044749379E-1,8.751054406E-1,6.815249324E-1,1.218515789E0
2.212108658E1,-5.942206830E-2,-3.177575022E-2,1.540414542E-1,1.681352138E-1
2.213102958E1,4.690085351E-1,-1.128723621E0,-3.252480030E-1,1.264821048E0
2.214097258E1,1.071679235E0,-2.022036076E0,-5.921806693E-1,2.363853679E0
2.215091558E1,1.652676225E0,-2.463018656E0,-7.290329933E-1,3.054388434E0
2.216085758E1,1.710301995E0,-2.193544865E0,-5.788168311E-1,2.841091500E0
2.217080058E1,1.425528884E0,-1.435589552E0,-4.476045072E-2,2.023623843E0
2.218074358E1,8.058525920E-1,-6.765764356E-1,4.670418501E-1,1.151209001E0
2.219068658E1,3.759043664E-2,-2.739567757E-1,8.591893911E-1,9.025916938E-1
2.220062858E1,-5.592545867E-1,-2.933565676E-1,1.123059154E0,1.288443103E0
2.221057158E1,-9.058400989E-1,-6.692653298E-1,1.142446756E0,1.604259006E0
2.222051458E1,-1.025420070E0,-1.385580540E0,1.021102667E0,2.003489558E0
2.223045758E1,-1.032810092E0,-2.216313362E0,9.226948023E-1,2.613447398E0
2.224039958E1,-8.811333179E-1,-3.047255516E0,8.869751692E-1,3.293764875E0
2.225034258E1,-4.476193488E-1,-3.874468327E0,8.601517081E-1,3.993961549E0
2.226028558E1,2.517403364E-1,-4.523849964E0,7.332371473E-1,4.589796118E0
2.227022858E1,1.106966496E0,-4.618289948E0,5.402058959E-1,4.779727950E0
2.228017058E1,1.885722280E0,-4.217225075E0,3.080346882E-1,4.629883499E0
2.229011358E1,2.409425497E0,-3.818326235E0,-9.577348828E-5,4.514969155E0
2.230005658E1,2.383303642E0,-3.779781818E0,-3.115636408E-1,4.479281053E0
2.230999858E1,1.803432703E0,-4.196559429E0,-6.636399627E-1,4.615614646E0
2.231994158E1,1.208446860E0,-4.603378296E0,-9.806094170E-1,4.859324066E0
2.232988458E1,9.796168208E-1,-5.060638905E0,-1.142429471E0,5.279664794E0
2.233982758E1,1.183980107E0,-5.525774956E0,-1.179527640E0,5.772978712E0
2.234976958E1,1.668247700E0,-6.190924644E0,-1.290959597E0,6.540426211E0
2.235971258E1,2.215964317E0,-7.210687637E0,-1.586695075E0,7.708574143E0
2.236965558E1,2.716496468E0,-8.425842285E0,-1.980509043E0,9.071746653E0
2.237959858E1,3.138333559E0,-9.607383728E0,-2.410690546E0,1.039049511E1
2.238954058E1,3.399797440E0,-1.038589668E1,-2.857862234E0,1.129570047E1
2.239948358E1,3.473701000E0,-1.060031986E1,-3.290179491E0,1.163007571E1
2.240942658E1,3.381574154E0,-1.054500675E1,-3.596575499E0,1.164334859E1
2.241936958E1,3.230094194E0,-1.042677593E1,-3.803723812E0,1.155938924E1
2.242931158E1,3.013061285E0,-1.017654991E1,-3.922097921E0,1.131474960E1
2.243925458E1,2.674078703E0,-9.849579811E0,-3.982637167E0,1.095565234E1
2.244919758E1,2.339082956E0,-9.835756302E0,-4.075138569E0,1.090046630E1
2.245914058E1,2.098382473E0,-9.909022331E0,-4.289785862E0,1.099973615E1
2.246908258E1,1.933841348E0,-9.908203125E0,-4.441578388E0,1.102904575E1
2.247902558E1,1.867549419E0,-9.719185829E0,-4.504880428E0,1.087401773E1
2.248896858E1,1.862833261E0,-9.261511803E0,-4.444207668E0,1.044014992E1
2.249891158E1,1.878682256E0,-8.626796722E0,-4.289651394E0,9.815914516E0
2.250885358E1,1.860709071E0,-7.913263321E0,-4.084779263E0,9.097658834E0
2.251879658E1,1.817625046E0,-7.399293423E0,-3.862433910E0,8.542347433E0
2.252873958E1,1.752801061E0,-7.213045597E0,-3.682323694E0,8.286123710E0
2.253868158E1,1.643423080E0,-7.224830151E0,-3.555437326E0,8.218281129E0
2.254862458E1,1.560960054E0,-7.445390224E0,-3.524221182E0,8.383946972E0
2.255856758E1,1.484320641E0,-7.611585140E0,-3.543487549E0,8.526179691E0
2.256851058E1,1.423264384E0,-7.249541759E0,-3.545532227E0,8.194652891E0
2.257845258E1,1.387920022E0,-6.497771740E0,-3.475942373E0,7.498635540E0
2.258839558E1,1.343070149E0,-5.705089569E0,-3.337389708E0,6.744631530E0
2.259833858E1,1.209097266E0,-4.989492416E0,-3.188967943E0,6.043713040E0
2.260828158E1,9.245834351E-1,-4.397356510E0,-3.062531710E0,5.437894747E0
2.261822358E1,5.140792131E-1,-3.830478668E0,-2.976843834E0,4.878364836E0
2.262816658E1,5.278228223E-2,-3.391708374E0,-2.960776806E0,4.502518291E0
2.263810958E1,-3.736723661E-1,-3.299128294E0,-2.977661371E0,4.459859390E0
2.264805258E1,-6.339373589E-1,-3.516414881E0,-2.969872236E0,4.646201813E0
2.265799458E1,-5.015633106E-1,-4.025481701E0,-2.828054667E0,4.945094729E0
2.266793758E1,-3.497149646E-1,-4.716678619E0,-2.536587000E0,5.366901468E0
2.267788058E1,-3.106591702E-1,-4.959331989E0,-2.294334650E0,5.473157625E0
2.268782358E1,-5.003017783E-1,-4.544818878E0,-2.209208727E0,5.078019664E0
2.269776558E1,-7.093255520E-1,-3.984740496E0,-2.133012533E0,4.575045576E0
2.270770858E1,-7.766047120E-1,-3.586218357E0,-1.879070163E0,4.122497018E0
2.271765158E1,-7.616215348E-1,-3.257677555E0,-1.455681324E0,3.648498120E0
2.272759458E1,-7.756256461E-1,-2.744657040E0,-9.884188175E-1,3.018560777E0
2.273753658E1,-7.551462054E-1,-2.405019522E0,-5.536743402E-1,2.580875814E0
2.274747958E1,-7.229666114E-1,-2.174244642E0,-1.328069419E-1,2.295137941E0
2.275742258E1,-6.959421635E-1,-2.022932768E0,2.040626854E-1,2.149007691E0
2.276736558E1,-6.191938519E-1,-1.993038893E0,3.029651642E-1,2.108884289E0
2.277730758E1,-5.477753282E-1,-2.185098410E0,2.094786465E-1,2.262431032E0
2.278725058E1,-5.141548514E-1,-2.426553965E0,3.723891824E-2,2.480706773E0
2.279719358E1,-5.135478973E-1,-2.536856413E0,-4.480694979E-2,2.588702294E0
2.280713658E1,-5.445305705E-1,-2.457473278E0,-6.596751511E-2,2.517943639E0
2.281707858E1,-4.688041210E-1,-2.352200270E0,-1.172613278E-1,2.401327473E0
2.282702158E1,-3.446816802E-1,-2.277611017E0,-1.279687881E-1,2.307096317E0
2.283696458E1,-2.368359119E-1,-2.213019609E0,-1.267301589E-1,2.229261666E0
2.284690658E1,-1.597709209E-1,-2.160180092E0,-1.491442323E-1,2.171209059E0
2.285684958E1,-7.295028865E-2,-2.186047792E0,-2.099340856E-1,2.197316321E0
2.286679258E1,2.593401819E-2,-2.250065804E0,-3.547987044E-1,2.278014665E0
2.287673558E1,1.190013736E-1,-2.319124460E0,-5.436176062E-1,2.384956958E0
2.288667758E1,1.316414475E-1,-2.366144657E0,-6.970179081E-1,2.470182984E0
2.289662058E1,3.888674453E-2,-2.315130472E0,-8.150683641E-1,2.454725590E0
2.290656358E1,-4.904488847E-2,-2.224701166E0,-8.858903646E-1,2.395099668E0
2.291650654E1,-9.872003645E-2,-2.134793282E0,-8.960532546E-1,2.317325923E0
2.292644854E1,-7.517103106E-2,-1.965814471E0,-8.339605927E-1,2.136718861E0
2.293639154E1,2.731220052E-2,-1.646821856E0,-6.952756643E-1,1.787785343E0
2.294633454E1,1.670675576E-1,-1.304131508E0,-4.952733219E-1,1.404979082E0
2.295627754E1,2.956247330E-1,-9.203327298E-1,-2.987283170E-1,1.011753391E0
2.296621954E1,3.771361113E-1,-6.150399446E-1,-1.157080755E-1,7.306805996E-1
2.297616254E1,3.643979430E-1,-3.732880056E-1,5.762802064E-2,5.248340545E-1
2.298610554E1,2.915429175E-1,-1.410309374E-1,2.025891393E-1,3.820070123E-1
2.299604854E1,2.720645368E-1,1.074420661E-2,3.079163432E-1,4.110316589E-1
2.300599054E1,2.982397079E-1,1.143516973E-1,3.297596872E-1,4.590911515E-1
2.301593354E1,2.976412773E-1,2.354554832E-1,3.389854133E-1,5.088621866E-1
2.302587654E1,2.760161757E-1,4.165390134E-1,3.515229225E-1,6.109484790E-1
2.303581954E1,2.893444896E-1,5.933191180E-1,3.731257021E-1,7.582681578E-1
2.304576154E1,3.550113142E-1,7.342754602E-1,4.240199029E-1,9.192313978E-1
2.305570454E1,3.979124427E-1,9.235617518E-1,5.569454432E-1,1.149560285E0
2.306564754E1,3.913966119E-1,1.235448599E0,8.161858916E-1,1.531562587E0
2.307559054E1,3.140331209E-1,1.659077644E0,1.248681545E0,2.100085958E0
2.308553254E1,1.572422087E-1,2.243952036E0,1.938839436E0,2.969704398E0
2.309547554E1,-1.462457627E-1,3.059933424E0,2.885997295E0,4.208748124E0
2.310541854E1,-5.942535996E-1,4.082245350E0,3.965423822E0,5.722101933E0
2.311536154E1,-1.108878732E0,5.142160892E0,5.077166557E0,7.310885783E0
2.312530354E1,-1.676612616E0,6.079522133E0,6.141820908E0,8.803043979E0
2.313524654E1,-2.209916353E0,6.902644157E0,7.035938263E0,1.010122042E1
2.314518954E1,-2.624356747E0,7.598147869E0,7.638462067E0,1.108896759E1
2.315513254E1,-2.827384710E0,8.116594315E0,7.946017265E0,1.170522951E1
2.316507454E1,-2.624781370E0,8.357603073E0,8.045479774E0,1.189406369E1
2.317501754E1,-2.237555742E0,8.155276299E0,8.135254860E0,1.173446031E1
2.318496054E1,-1.901245594E0,8.044615746E0,8.255805016E0,1.168284613E1
2.319490354E1,-1.605209947E0,8.025068283E0,8.248681068E0,1.161977449E1
2.320484554E1,-1.543281198E0,8.130132675E0,8.094741821E0,1.157607962E1
2.321478854E1,-1.709857821E0,8.232522964E0,8.037755013E0,1.163200558E1
2.322473154E1,-2.090844631E0,8.524208069E0,8.160899162E0,1.198474153E1
2.323467454E1,-2.535973549E0,8.948508263E0,8.346213341E0,1.249664911E1
2.324461654E1,-3.038887501E0,9.297521591E0,8.486448288E0,1.294984747E1
2.325455954E1,-3.450502634E0,9.415505409E0,8.448971748E0,1.311269744E1
2.326450254E1,-3.414183617E0,8.922171593E0,7.912154675E0,1.240419233E1
2.327444554E1,-3.026425600E0,7.909328461E0,6.962057590E0,1.096298201E1
2.328438754E1,-2.556365728E0,6.684829712E0,5.862980366E0,9.251837265E0
2.329433054E1,-2.254519463E0,5.745220661E0,4.927102089E0,7.897262402E0
2.330427354E1,-2.226100445E0,5.412691593E0,4.365481853E0,7.301382423E0
2.331421654E1,-2.426343203E0,5.742967129E0,4.215387821E0,7.525842628E0
2.332415854E1,-2.713302612E0,6.626168251E0,4.421608448E0,8.415386980E0
2.333410154E1,-2.945023298E0,7.799124718E0,4.923636913E0,9.682030213E0
2.334404454E1,-3.042524815E0,8.991802216E0,5.558887959E0,1.100048634E1
2.335398754E1,-2.957365513E0,9.929039955E0,6.082751274E0,1.201381323E1
2.336392954E1,-2.710762978E0,1.059741306E1,6.210679054E0,1.257878905E1
2.337387254E1,-2.458879232E0,1.110902691E1,5.952600956E0,1.284095106E1
2.338381554E1,-2.218164682E0,1.134273052E1,5.451553345E0,1.277878023E1
2.339375754E1,-1.889813423E0,1.104065323E1,4.700912476E0,1.214767453E1
2.340370054E1,-1.587389827E0,1.034639645E1,3.803831577E0,1.113718369E1
2.341364354E1,-1.250817060E0,9.328300476E0,2.904096842E0,9.849645250E0
2.342358654E1,-8.818299174E-1,8.086751938E0,2.187599421E0,8.423702994E0
2.343352854E1,-4.852242172E-1,7.222847939E0,1.717281222E0,7.440028876E0
2.344347154E1,-4.023974016E-2,7.057511806E0,1.507120371E0,7.216751620E0
2.345341454E1,3.263137639E-1,7.053653717E0,1.461293697E0,7.210817617E0
2.346335754E1,4.065143168E-1,6.779670238E0,1.487838984E0,6.952902076E0
2.347329954E1,3.912948668E-1,5.999735832E0,1.618747473E0,6.226578925E0
2.348324254E1,3.097082078E-1,5.112922668E0,1.620054841E0,5.372380764E0
2.349318554E1,1.834666580E-1,4.476013660E0,1.490149498E0,4.721112563E0
2.350312854E1,9.291841090E-2,4.116847992E0,1.312393904E0,4.321972811E0
2.351307054E1,3.287104890E-2,3.706631184E0,1.055463314E0,3.854114431E0
2.352301354E1,4.527871683E-2,3.270529747E0,8.652760983E-1,3.383358940E0
2.353295654E1,1.652634442E-1,2.987706900E0,8.262056112E-1,3.104242297E0
2.354289954E1,3.387063742E-1,2.961868286E0,8.358533978E-1,3.096132532E0
2.355284154E1,5.108674765E-1,3.124552011E0,8.655095696E-1,3.282212313E0
2.356278454E1,6.381692290E-1,3.426826000E0,9.449104071E-1,3.611544279E0
2.357272754E1,6.516554952E-1,3.894889355E0,1.050044656E0,4.086246658E0
2.358267054E1,6.227523088E-1,4.355144978E0,1.188022137E0,4.557028068E0
2.359261254E1,6.234782934E-1,4.555830479E0,1.297520399E0,4.777852626E0
2.360255554E1,6.814487576E-1,4.524321079E0,1.321841240E0,4.762469727E0
2.361249854E1,8.410163522E-1,4.332513809E0,1.164181113E0,4.564351222E0
2.362244154E1,1.132615089E0,3.835687160E0,7.720672488E-1,4.073254322E0
2.363238354E1,1.495349407E0,3.053840160E0,2.608025968E-1,3.410282623E0
2.364232654E1,1.854116559E0,2.070440769E0,-2.343769073E-1,2.789158606E0
2.365226954E1,2.116581440E0,1.120066762E0,-5.697985888E-1,2.461531429E0
2.366221254E1,2.127052546E0,1.973131001E-1,-7.314527035E-1,2.257943323E0
2.367215454E1,1.784459352E0,-4.859336615E-1,-8.082619905E-1,2.018344408E0
2.368209754E1,9.609280229E-1,-2.006192505E-1,-7.145408392E-1,1.214166117E0
2.369204054E1,7.285594940E-2,4.852421880E-1,-5.847125053E-1,7.633195165E-1
2.370198354E1,-6.324562430E-1,1.255634427E0,-5.009392500E-1,1.492500870E0
2.371192554E1,-1.100305676E0,1.764464140E0,-5.268027782E-1,2.145117118E0
2.372186854E1,-1.311336279E0,2.098537445E0,-5.343936682E-1,2.531607955E0
2.373181154E1,-1.333877325E0,2.263078690E0,-5.082340240E-1,2.675641175E0
2.374175454E1,-1.313879013E0,2.415128469E0,-4.583561718E-1,2.787330975E0
2.375169654E1,-1.301166892E0,2.732907057E0,-3.212494552E-1,3.043849122E0
2.376163954E1,-1.321952224E0,3.157035589E0,-1.142642945E-1,3.424541973E0
2.377158254E1,-1.403643370E0,3.473976374E0,8.312973380E-2,3.747750940E0
2.378152554E1,-1.518050313E0,3.884505749E0,1.754667312E-1,4.174284398E0
2.379146754E1,-1.616674304E0,4.308299065E0,1.737780124E-1,4.604918613E0
2.380141054E1,-1.729032040E0,4.371115685E0,1.714406312E-1,4.703785285E0
2.381135354E1,-1.821695566E0,4.439024925E0,-2.734916471E-2,4.798360658E0
2.382129654E1,-1.762953997E0,4.477530479E0,-3.270215988E-1,4.823196981E0
2.383123854E1,-1.548131466E0,4.375755787E0,-5.282178521E-1,4.671505522E0
2.384118154E1,-1.272604585E0,4.209218502E0,-5.957000852E-1,4.437555793E0
2.385112454E1,-1.182135940E0,4.169589996E0,-7.444322705E-1,4.397397585E0
2.386106754E1,-1.025877237E0,4.163954735E0,-6.299986839E-1,4.334494374E0
2.387100954E1,-6.541250348E-1,3.832811832E0,-2.719507813E-1,3.897727970E0
2.388095254E1,-3.467044532E-1,3.419665098E0,-1.185149513E-2,3.437215998E0
2.389089554E1,-1.500337273E-1,3.036173582E0,5.564366281E-2,3.040387534E0
2.390083854E1,-1.122643352E-1,2.805312634E0,1.057825014E-1,2.809550176E0
2.391078054E1,-2.692433000E-1,2.866446257E0,1.431093812E-1,2.882617975E0
2.392072367E1,-5.378777385E-1,3.001289129E0,2.593896389E-1,3.060119587E0
2.393066667E1,-7.555698752E-1,3.165580750E0,3.749149144E-1,3.276026329E0
2.394060967E1,-8.518512845E-1,3.159159184E0,4.676507413E-1,3.305243497E0
2.395055167E1,-7.716102004E-1,2.984207392E0,5.701792836E-1,3.134642001E0
2.396049467E1,-6.350958347E-1,2.697791815E0,6.706022620E-1,2.851514473E0
2.397043767E1,-4.938186109E-1,2.365905523E0,7.668721080E-1,2.535637710E0
2.398038067E1,-3.619664311E-1,2.051037550E0,7.891607285E-1,2.227229082E0
2.399032267E1,-2.802428007E-1,1.793018818E0,7.867734432E-1,1.977995187E0
2.400026567E1,-2.608934045E-1,1.581301212E0,7.863983512E-1,1.785217426E0
2.401020867E1,-3.185031712E-1,1.446108699E0,7.716079950E-1,1.669746549E0
2.402015167E1,-3.627816141E-1,1.321221828E0,7.245884538E-1,1.549924529E0
2.403009367E1,-3.559487462E-1,1.206840634E0,6.831493974E-1,1.431732142E0
2.404003667E1,-3.226057589E-1,1.043796539E0,6.629666686E-1,1.277932117E0
2.404997967E1,-2.919477224E-1,8.592888713E-1,7.197707891E-1,1.158309469E0
2.405992267E1,-3.033786714E-1,7.319380641E-1,8.105893731E-1,1.133502130E0
2.406986467E1,-3.946412206E-1,6.926679015E-1,8.667522669E-1,1.177620485E0
2.407980767E1,-5.748968720E-1,6.651908159E-1,8.990008235E-1,1.257452868E0
2.408975067E1,-7.564736009E-1,5.579522252E-1,9.236116409E-1,1.317809340E0
