"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.525616162E0,1.044374824E0,-1.224494457E0,-1.092257500E0,1.945027479E0
4.530386631E0,1.030703187E0,-1.265068531E0,-1.075010300E0,1.954071286E0
4.535157100E0,1.018329024E0,-1.264852524E0,-1.048483849E0,1.932916007E0
4.539927568E0,1.069039226E0,-1.245368958E0,-9.962630272E-1,1.919981439E0
4.544698089E0,1.135175347E0,-1.218469620E0,-9.922327995E-1,1.938509018E0
4.549468558E0,1.223996401E0,-1.186320305E0,-9.958281517E-1,1.974131901E0
4.554239027E0,1.318922639E0,-1.141744137E0,-9.928064346E-1,2.007187390E0
4.559009495E0,1.358213425E0,-1.106004715E0,-9.786024094E-1,2.006402954E0
4.563779964E0,1.356560111E0,-1.059947491E0,-9.770979881E-1,1.979511176E0
4.568550433E0,1.392570138E0,-1.020215034E0,-9.549937248E-1,1.972841433E0
4.573320902E0,1.477605700E0,-1.027106285E0,-9.053249359E-1,2.014417823E0
4.578091370E0,1.516225576E0,-1.006754875E0,-8.852052689E-1,2.023878392E0
4.582861891E0,1.527765274E0,-9.903650284E-1,-8.373384476E-1,2.004002320E0
4.587632360E0,1.562378287E0,-9.590511322E-1,-8.306636810E-1,2.012661705E0
4.592402829E0,1.567651510E0,-9.131898880E-1,-7.412710190E-1,1.959829011E0
4.597173298E0,1.620153427E0,-8.816037178E-1,-7.191696167E-1,1.979729067E0
4.601943766E0,1.665468931E0,-8.904829025E-1,-7.161850929E-1,2.019818717E0
4.606714235E0,1.754127026E0,-9.135985374E-1,-7.913289070E-1,2.130217207E0
4.611484704E0,1.760135174E0,-9.794516563E-1,-8.631763458E-1,2.191454946E0
4.616255173E0,1.698115349E0,-1.038082123E0,-9.292507172E-1,2.196523874E0
4.621025641E0,1.606103182E0,-1.101524830E0,-1.020398617E0,2.198667260E0
4.625796110E0,1.438552260E0,-1.131786823E0,-1.103203773E0,2.137155255E0
4.630566631E0,1.304286122E0,-1.140954494E0,-1.154072285E0,2.082023604E0
4.635337100E0,1.218638301E0,-1.133789778E0,-1.171023846E0,2.035154887E0
4.640107568E0,1.173397660E0,-1.084159851E0,-1.097513199E0,1.938246598E0
4.644878037E0,1.160921693E0,-9.992446899E-1,-1.019894123E0,1.840220951E0
4.649648506E0,1.209774733E0,-9.100108147E-1,-9.193086624E-1,1.771102200E0
4.654418975E0,1.332118750E0,-8.044705391E-1,-8.316078186E-1,1.764450276E0
4.659189443E0,1.473810077E0,-6.850185394E-1,-7.401127815E-1,1.785814512E0
4.663959912E0,1.661861658E0,-5.802783966E-1,-6.519312859E-1,1.877104576E0
4.668730381E0,1.813696742E0,-5.114488602E-1,-6.168727875E-1,1.982828244E0
4.673500902E0,1.975537539E0,-4.664120674E-1,-6.059904099E-1,2.118375122E0
4.678271370E0,2.131520033E0,-4.592094421E-1,-6.546730995E-1,2.276586882E0
4.683041839E0,2.239487886E0,-4.539642334E-1,-7.600440979E-1,2.408123035E0
4.687812308E0,2.257059097E0,-4.649105072E-1,-8.789176941E-1,2.466364503E0
4.692582777E0,2.184577942E0,-4.801359177E-1,-1.020630836E0,2.458576537E0
4.697353245E0,2.086122751E0,-4.831314087E-1,-1.154070377E0,2.432530067E0
4.702123714E0,1.980051398E0,-5.356822014E-1,-1.331511021E0,2.445502108E0
4.706894183E0,1.846214652E0,-5.899276733E-1,-1.452913761E0,2.422288504E0
4.711664652E0,1.709650755E0,-6.173324585E-1,-1.525873661E0,2.373245773E0
4.716435173E0,1.562279820E0,-6.108336449E-1,-1.536637306E0,2.274882456E0
4.721205641E0,1.436574578E0,-5.776572227E-1,-1.485800743E0,2.145935282E0
4.725976110E0,1.355552316E0,-5.321338177E-1,-1.369175911E0,1.998832448E0
4.730746579E0,1.368454933E0,-4.718804359E-1,-1.230057240E0,1.899573863E0
4.735517048E0,1.410762787E0,-3.945322037E-1,-1.040190697E0,1.796636854E0
4.740287516E0,1.528153896E0,-3.594641685E-1,-8.427333832E-1,1.781759909E0
4.745057985E0,1.704602599E0,-3.094339371E-1,-6.827907562E-1,1.862155364E0
4.749828454E0,1.931487203E0,-2.636909485E-1,-5.030293465E-1,2.013259609E0
4.754598923E0,2.110171795E0,-2.247195244E-1,-3.842372894E-1,2.156608950E0
4.759369443E0,2.261291504E0,-1.924753189E-1,-2.903461456E-1,2.287965668E0
4.764139912E0,2.359991074E0,-1.527833939E-1,-2.543535233E-1,2.378570232E0
4.768910381E0,2.397836685E0,-1.794381142E-1,-2.591228485E-1,2.418463036E0
4.773680850E0,2.330363512E0,-2.055473328E-1,-3.114042282E-1,2.360045847E0
4.778451318E0,2.192435265E0,-2.758817673E-1,-3.826131821E-1,2.242604732E0
4.783221787E0,2.004595757E0,-3.458983898E-1,-4.489431381E-1,2.083170609E0
4.787992256E0,1.751352310E0,-4.036786556E-1,-5.055484772E-1,1.867021862E0
4.792762725E0,1.498440385E0,-4.373106956E-1,-5.117483139E-1,1.642696128E0
4.797533193E0,1.256523371E0,-4.467000961E-1,-5.345249176E-1,1.436700680E0
4.802303662E0,1.050871849E0,-4.462409019E-1,-5.236177444E-1,1.256040655E0
4.807074183E0,9.332161546E-1,-4.765496254E-1,-4.551496506E-1,1.142432992E0
4.811844652E0,9.099410176E-1,-5.256986618E-1,-3.458633423E-1,1.106333218E0
4.816615120E0,9.352760315E-1,-5.699598789E-1,-2.411184311E-1,1.121487234E0
4.821385589E0,9.903283119E-1,-5.880286694E-1,-9.541797638E-2,1.155695666E0
4.826156058E0,1.090067267E0,-5.659074783E-1,7.695865631E-2,1.230617957E0
4.830926527E0,1.175781965E0,-5.519120693E-1,2.378902435E-1,1.320477917E0
4.835696995E0,1.296653390E0,-5.415830612E-1,3.731164932E-1,1.453904448E0
4.840467464E0,1.389369965E0,-4.517505169E-1,4.875640869E-1,1.540177317E0
4.845237985E0,1.469315529E0,-3.832697868E-1,5.407056808E-1,1.611876697E0
4.850008454E0,1.506124616E0,-3.507924080E-1,5.207271576E-1,1.631754713E0
4.854778923E0,1.531095147E0,-3.162703514E-1,5.305223465E-1,1.650979480E0
4.859549391E0,1.546382189E0,-2.583100796E-1,5.461730957E-1,1.660218968E0
4.864319860E0,1.542091250E0,-2.341527939E-1,5.006856918E-1,1.638157232E0
4.869090329E0,1.522205830E0,-1.955778599E-1,4.418020248E-1,1.597044244E0
4.873860798E0,1.497588277E0,-1.276040077E-1,4.195165634E-1,1.560463898E0
4.878631266E0,1.448108912E0,-3.433156013E-2,4.168300629E-1,1.507297375E0
4.883401735E0,1.382623911E0,8.480763435E-2,4.669866562E-1,1.461820013E0
4.888172256E0,1.367595434E0,1.635634899E-1,5.003862381E-1,1.465420306E0
4.892942725E0,1.362347126E0,2.239594460E-1,5.360050201E-1,1.481029678E0
4.897713193E0,1.408097267E0,2.689378262E-1,5.449466705E-1,1.533633705E0
4.902483662E0,1.507957458E0,2.676072121E-1,5.701684952E-1,1.634209726E0
4.907254131E0,1.581432462E0,2.871582508E-1,5.900287628E-1,1.712168927E0
4.912024600E0,1.607787490E0,2.703588009E-1,6.068363190E-1,1.739633528E0
4.916795068E0,1.597362876E0,2.291898727E-1,6.301240921E-1,1.732383481E0
4.921565537E0,1.591191649E0,2.043030262E-1,6.311988831E-1,1.723961317E0
4.926336006E0,1.560850024E0,2.123963833E-1,6.387653351E-1,1.699819454E0
4.931106527E0,1.511098027E0,1.888155937E-1,6.480884552E-1,1.655018798E0
4.935876995E0,1.496633887E0,1.645119190E-1,6.616468430E-1,1.644613544E0
4.940647464E0,1.459519625E0,1.489369869E-1,6.556301117E-1,1.606932047E0
4.945417933E0,1.456632257E0,1.203546524E-1,6.588697433E-1,1.603238008E0
4.950188402E0,1.420396566E0,1.096084118E-1,7.169008255E-1,1.594831403E0
4.954958870E0,1.403240442E0,1.116571426E-1,7.508945465E-1,1.595428994E0
4.959729339E0,1.364278197E0,1.525423527E-1,8.063888550E-1,1.592101490E0
4.964499808E0,1.329548359E0,1.961650848E-1,8.643293381E-1,1.597887601E0
4.969270277E0,1.303681850E0,2.137188911E-1,9.295444489E-1,1.615337430E0
4.974040798E0,1.322091579E0,2.265963554E-1,1.014055252E0,1.681540992E0
4.978811266E0,1.386784554E0,2.538197041E-1,1.093997955E0,1.784496390E0
4.983581735E0,1.519007206E0,2.641294003E-1,1.200510025E0,1.954065391E0
4.988352204E0,1.654152393E0,2.908909321E-1,1.292965889E0,2.119575067E0
4.993122673E0,1.790025473E0,3.172292709E-1,1.395302773E0,2.291657791E0
4.997893141E0,1.869604349E0,3.167765141E-1,1.452536583E0,2.388646124E0
5.002663610E0,1.924104929E0,2.822921276E-1,1.517318726E0,2.466601860E0
5.007434079E0,1.934211016E0,2.663092613E-1,1.615964890E0,2.534449723E0
5.012204548E0,1.894909024E0,2.662754059E-1,1.734151840E0,2.582414647E0
5.016975068E0,1.827827930E0,2.820582390E-1,1.845586777E0,2.612795886E0
5.021745537E0,1.718791962E0,2.967476845E-1,1.945525169E0,2.612924258E0
5.026516006E0,1.553678632E0,3.007211685E-1,2.055484772E0,2.594102573E0
5.031286475E0,1.358813763E0,3.129839897E-1,2.194601059E0,2.600116849E0
5.036056943E0,1.201075315E0,3.477544785E-1,2.350913048E0,2.662763085E0
5.040827412E0,1.080361724E0,3.905725479E-1,2.486182213E0,2.738764387E0
5.045597881E0,9.704418182E-1,4.508640766E-1,2.617177963E0,2.827482313E0
5.050368350E0,9.072343111E-1,5.286085606E-1,2.736721039E0,2.931235772E0
5.055138870E0,9.075604081E-1,5.828747749E-1,2.880714417E0,3.076024130E0
5.059909339E0,9.764777422E-1,6.636846066E-1,2.986990929E0,3.211868747E0
5.064679808E0,1.133518815E0,7.685129642E-1,3.065111160E0,3.357139185E0
5.069450277E0,1.321868300E0,8.421950340E-1,3.122231483E0,3.493559462E0
5.074220745E0,1.511036873E0,8.846931458E-1,3.112892151E0,3.571555955E0
5.078991214E0,1.725426555E0,8.864853382E-1,3.084892273E0,3.644106665E0
5.083761683E0,1.898224354E0,8.955867290E-1,3.021447182E0,3.678922989E0
5.088532152E0,1.952880979E0,8.883035183E-1,2.963178635E0,3.658313119E0
5.093302620E0,1.987323523E0,8.458535671E-1,2.826375961E0,3.557151123E0
5.098073089E0,1.934365273E0,8.261165619E-1,2.720993042E0,3.439191870E0
5.102843610E0,1.812805176E0,8.079950809E-1,2.589588165E0,3.262680726E0
5.107614079E0,1.638823509E0,7.801045179E-1,2.470390320E0,3.065474496E0
5.112384548E0,1.411779881E0,7.858898640E-1,2.375346184E0,2.872806085E0
5.117155016E0,1.183642507E0,7.515850067E-1,2.337904930E0,2.726112446E0
5.121925485E0,1.020861387E0,7.349190712E-1,2.286308289E0,2.609496044E0
5.126695954E0,9.088648558E-1,6.954022646E-1,2.282714844E0,2.553508702E0
5.131466423E0,8.309873343E-1,6.450601816E-1,2.300765991E0,2.529855082E0
5.136236943E0,7.850917578E-1,6.221141815E-1,2.373874664E0,2.576562835E0
5.141007412E0,7.740324736E-1,6.407744884E-1,2.475641251E0,2.671800482E0
5.145777881E0,7.721216679E-1,6.552406549E-1,2.582112312E0,2.773592648E0
5.150548350E0,7.873966694E-1,6.700236797E-1,2.652576447E0,2.846943458E0
5.155318818E0,8.638457060E-1,6.776545048E-1,2.679800987E0,2.895993502E0
5.160089287E0,9.423786402E-1,6.682736874E-1,2.675715446E0,2.914467425E0
5.164859756E0,1.028324962E0,6.416903734E-1,2.647457123E0,2.911743117E0
5.169630225E0,1.062123179E0,5.713983774E-1,2.578319550E0,2.846459811E0
5.174400693E0,1.062836289E0,5.146861076E-1,2.520952225E0,2.783832410E0
5.179171214E0,9.706017971E-1,4.452742338E-1,2.413209915E0,2.638923850E0
5.183941683E0,8.281406164E-1,3.894692659E-1,2.291058540E0,2.467073656E0
5.188712152E0,6.779706478E-1,3.329595327E-1,2.147426605E0,2.276389087E0
5.193482620E0,5.266008377E-1,2.853482962E-1,2.039802551E0,2.125917811E0
5.198253089E0,3.496165276E-1,2.202824354E-1,1.903715134E0,1.948047068E0
5.203023558E0,2.279284000E-1,1.450299025E-1,1.794214249E0,1.814439252E0
5.207794027E0,9.896111488E-2,4.283738136E-2,1.699391365E0,1.702809254E0
5.212564495E0,3.094553947E-3,-4.969120026E-3,1.624045372E0,1.624055922E0
5.217334964E0,-1.005188227E-1,-4.631936550E-2,1.544302940E0,1.548263895E0
5.222105485E0,-1.616661549E-1,-6.211829185E-2,1.481677055E0,1.491764567E0
5.226875954E0,-1.754580736E-1,-7.881760597E-2,1.409852982E0,1.422913624E0
5.231646423E0,-1.225112677E-1,-1.155818701E-1,1.340741158E0,1.351279035E0
5.236416891E0,-4.806387424E-2,-1.221477985E-1,1.269502640E0,1.276270807E0
5.241187360E0,6.960391998E-2,-1.296644211E-1,1.210439682E0,1.219353022E0
5.245957829E0,2.188040018E-1,-1.499826908E-1,1.137170792E0,1.167701763E0
5.250728298E0,3.087439537E-1,-1.614997387E-1,1.075974464E0,1.130984546E0
5.255498766E0,3.515834808E-1,-1.641424894E-1,9.885530472E-1,1.061974966E0
5.260269287E0,3.449554443E-1,-1.481323242E-1,9.203071594E-1,9.939329513E-1
5.265039756E0,3.126374483E-1,-1.563236713E-1,8.353662491E-1,9.055473673E-1
5.269810225E0,2.450045347E-1,-1.264241934E-1,7.528629303E-1,8.017561291E-1
5.274580693E0,1.800192595E-1,-1.276285648E-1,6.776056290E-1,7.126327054E-1
5.279351162E0,1.462116241E-1,-1.429680586E-1,5.904579163E-1,6.248665903E-1
5.284121631E0,1.075413227E-1,-1.843855381E-1,4.866828918E-1,5.314352265E-1
5.288892100E0,5.672550201E-2,-2.063773870E-1,4.141168594E-1,4.661568210E-1
5.293662568E0,1.251840591E-2,-2.209190130E-1,3.560638428E-1,4.192175819E-1
5.298433037E0,-3.018343449E-2,-2.662161589E-1,3.316841125E-1,4.263759298E-1
5.303203558E0,-5.728161335E-2,-2.730970383E-1,2.956113815E-1,4.065086277E-1
5.307974027E0,-1.070746183E-1,-3.085397482E-1,2.741641998E-1,4.264126623E-1
5.312744495E0,-1.150562763E-1,-3.176056147E-1,2.792997360E-1,4.383145169E-1
5.317514964E0,-1.003149748E-1,-3.147248030E-1,3.014249802E-1,4.471820820E-1
5.322285433E0,-6.043863297E-2,-2.880958319E-1,3.763895035E-1,4.778295669E-1
5.327055902E0,1.914191246E-2,-2.617754936E-1,4.324054718E-1,5.058332867E-1
5.331826370E0,1.007488966E-1,-2.430540323E-1,5.052433014E-1,5.696458517E-1
5.336596839E0,2.016508579E-1,-2.415115833E-1,5.230789185E-1,6.104117203E-1
5.341367308E0,3.104543686E-1,-2.237651348E-1,5.432281494E-1,6.644919660E-1
5.346137829E0,3.436412811E-1,-2.113436460E-1,5.943326950E-1,7.183222252E-1
5.350908298E0,3.514010906E-1,-2.113745213E-1,5.831623077E-1,7.129096660E-1
5.355678766E0,3.599202633E-1,-1.904135942E-1,6.030292511E-1,7.276291710E-1
5.360449235E0,3.523352146E-1,-1.387106180E-1,5.774021149E-1,6.904881905E-1
5.365219704E0,3.455266953E-1,-1.231352091E-1,5.254096985E-1,6.407857115E-1
5.369990173E0,3.419120312E-1,-1.315304041E-1,4.255380630E-1,5.615039870E-1
5.374760641E0,3.126640320E-1,-1.493790150E-1,3.925561905E-1,5.236155553E-1
5.379531110E0,2.886559963E-1,-1.789081097E-1,3.308076859E-1,4.740929455E-1
5.384301631E0,2.291009426E-1,-2.032476664E-1,2.809629440E-1,4.156164478E-1
5.389072100E0,2.174112797E-1,-2.246497869E-1,2.693290710E-1,4.126419026E-1
5.393842568E0,1.910111904E-1,-2.406724691E-1,3.102722168E-1,4.366661892E-1
5.398613037E0,1.782810688E-1,-2.441871166E-1,3.488397598E-1,4.616282763E-1
5.403383506E0,1.312756538E-1,-2.279605865E-1,4.352378845E-1,5.085581013E-1
5.408153975E0,1.337010860E-1,-2.041525841E-1,4.977502823E-1,5.543551222E-1
5.412924443E0,1.738591194E-1,-1.824573278E-1,5.913238525E-1,6.427920103E-1
5.417694912E0,2.235732079E-1,-1.511577368E-1,6.632652283E-1,7.160687144E-1
5.422465433E0,2.738077641E-1,-1.629797220E-1,7.636861801E-1,8.274960200E-1
5.427235902E0,3.393867016E-1,-1.512306929E-1,8.662004471E-1,9.425270660E-1
5.432006370E0,3.871476650E-1,-1.350747347E-1,9.253244400E-1,1.012103660E0
5.436776839E0,4.267868996E-1,-8.356392384E-2,9.626092911E-1,1.056289087E0
5.441547308E0,4.488003254E-1,-7.312321663E-2,9.947805405E-1,1.093781084E0
5.446317777E0,4.651939869E-1,-3.200674057E-2,1.043342590E0,1.142800787E0
5.451088245E0,4.997727871E-1,-4.145312309E-2,1.065265656E0,1.177404823E0
5.455858714E0,5.308780670E-1,-3.921043873E-2,1.070163727E0,1.195248670E0
5.460629235E0,5.103955269E-1,-5.871236324E-2,1.055735588E0,1.174107477E0
5.465399704E0,4.809973240E-1,-8.074271679E-2,1.038823128E0,1.147619842E0
5.470170173E0,4.495141506E-1,-1.052898169E-1,1.019511223E0,1.119174719E0
5.474940641E0,3.868560791E-1,-1.108223200E-1,9.763936996E-1,1.056070012E0
5.479711110E0,3.787131310E-1,-1.237492561E-1,9.621868134E-1,1.041412972E0
5.484481579E0,3.291504383E-1,-1.441118717E-1,9.745464325E-1,1.038676558E0
5.489252048E0,3.311390877E-1,-1.313397884E-1,1.020690918E0,1.081070389E0
5.494022516E0,3.726587296E-1,-1.023368835E-1,1.074324608E0,1.141718323E0
5.498793037E0,4.180917740E-1,-4.537487030E-2,1.144970894E0,1.219761435E0
5.503563506E0,4.081671238E-1,-5.999803543E-3,1.222959518E0,1.289289100E0
5.508333975E0,4.008498192E-1,5.869281292E-2,1.257989883E0,1.321614153E0
5.513104443E0,3.748331070E-1,8.886659145E-2,1.290711403E0,1.346971809E0
5.517874912E0,3.564898968E-1,1.299674511E-1,1.359350204E0,1.411314835E0
5.522645381E0,3.721117973E-1,1.341545582E-1,1.389782906E0,1.444977910E0
5.527415850E0,3.594796658E-1,1.253671646E-1,1.415529251E0,1.465832738E0
5.532186318E0,3.832888603E-1,1.181595325E-1,1.434134483E0,1.489165451E0
5.536956839E0,3.840227127E-1,1.340677738E-1,1.428803444E0,1.485572917E0
5.541727308E0,4.289855957E-1,1.158950329E-1,1.409000397E0,1.477410714E0
5.546497777E0,4.371619225E-1,1.045134068E-1,1.365065575E0,1.437163046E0
5.551268245E0,4.349288940E-1,9.537196159E-2,1.301746368E0,1.375791613E0
5.556038714E0,3.815271854E-1,1.030166149E-1,1.247735977E0,1.308824085E0
5.560809183E0,3.436195850E-1,7.740306854E-2,1.215012550E0,1.265038004E0
5.565579652E0,2.967314720E-1,8.572793007E-2,1.184514046E0,1.224121060E0
5.570350120E0,2.811014652E-1,8.986878395E-2,1.158687592E0,1.195680295E0
5.575120641E0,2.486834526E-1,1.138033867E-1,1.118440628E0,1.151392248E0
5.579891110E0,2.279644012E-1,9.536409378E-2,1.128368378E0,1.155109205E0
5.584661579E0,1.852481365E-1,8.237862587E-2,1.145447731E0,1.163251312E0
5.589432048E0,1.203975677E-1,7.470297813E-2,1.200805664E0,1.209136201E0
5.594202516E0,2.369999886E-2,7.462763786E-2,1.263390541E0,1.265814613E0
5.598972985E0,-6.170892715E-2,9.878683090E-2,1.335582733E0,1.340652105E0
5.603743454E0,-1.666901112E-1,9.671258926E-2,1.398257256E0,1.411475211E0
5.608513923E0,-2.431066036E-1,6.352853775E-2,1.456160545E0,1.477680693E0
5.613284443E0,-3.268231153E-1,5.615258217E-2,1.553169250E0,1.588175425E0
5.618054912E0,-3.720357418E-1,3.194499016E-2,1.658985138E0,1.700488978E0
5.622825381E0,-3.765728474E-1,5.744767189E-2,1.764022827E0,1.804683872E0
5.627595850E0,-3.950866461E-1,3.243207932E-2,1.858773232E0,1.900574446E0
5.632366318E0,-4.224053621E-1,1.420402527E-2,1.936148643E0,1.981741561E0
5.637136787E0,-4.607704878E-1,2.577066422E-3,2.008177757E0,2.060362587E0
5.641907256E0,-5.123833418E-1,-2.160835266E-2,2.101023674E0,2.162707583E0
5.646677725E0,-5.986255407E-1,-5.120062828E-2,2.176602364E0,2.258001747E0
5.651448245E0,-7.431204319E-1,-6.012940407E-2,2.256482124E0,2.376458520E0
5.656218714E0,-8.814105988E-1,-7.717800140E-2,2.350178719E0,2.511211082E0
5.660989183E0,-1.020844102E0,-9.985733032E-2,2.405410767E0,2.614975167E0
5.665759652E0,-1.154214859E0,-1.163294315E-1,2.481827736E0,2.739564452E0
5.670530120E0,-1.305165529E0,-1.715996265E-1,2.531733513E0,2.853520294E0
5.675300589E0,-1.424423575E0,-2.052800655E-1,2.576068878E0,2.950805533E0
5.680071058E0,-1.526505470E0,-2.665510178E-1,2.623088837E0,3.046615079E0
5.684841527E0,-1.656974077E0,-3.100810051E-1,2.689585686E0,3.174206119E0
5.689611995E0,-1.748835564E0,-3.718659878E-1,2.749286652E0,3.279525459E0
5.694382516E0,-1.792420864E0,-4.806101322E-1,2.761564255E0,3.327160319E0
5.699152985E0,-1.835450411E0,-5.981004238E-1,2.759943008E0,3.368068844E0
5.703923454E0,-1.863330603E0,-7.148237228E-1,2.718132973E0,3.372124071E0
5.708693923E0,-1.897653103E0,-7.973432541E-1,2.686406136E0,3.384319945E0
5.713464391E0,-1.960137844E0,-8.647753000E-1,2.674369812E0,3.426693826E0
5.718234860E0,-2.022162914E0,-9.120725393E-1,2.595917702E0,3.414646085E0
5.723005329E0,-2.050233841E0,-9.726465940E-1,2.522823334E0,3.393248852E0
5.727775850E0,-2.049061298E0,-1.012849808E0,2.409612656E0,3.321257305E0
5.732546318E0,-2.011688232E0,-1.061172605E0,2.294563293E0,3.230788998E0
5.737316787E0,-1.986201644E0,-1.107588172E0,2.170432091E0,3.143648198E0
5.742087256E0,-1.968036294E0,-1.130362749E0,2.073063850E0,3.073838078E0
5.746857725E0,-1.978927135E0,-1.179301143E0,1.964108467E0,3.027313308E0
5.751628193E0,-1.971107960E0,-1.227885485E0,1.872208595E0,2.982974082E0
5.756398662E0,-1.994907498E0,-1.285363793E0,1.773360252E0,2.962536513E0
5.761169131E0,-2.007426262E0,-1.341931701E0,1.693805695E0,2.949494638E0
5.765939652E0,-2.073217392E0,-1.320943356E0,1.640622139E0,2.955463196E0
5.770710120E0,-2.096546412E0,-1.301148415E0,1.623235703E0,2.953538251E0
5.775480589E0,-2.137066364E0,-1.244228601E0,1.591339111E0,2.940666187E0
5.780251058E0,-2.142070532E0,-1.245771408E0,1.580741882E0,2.939244369E0
5.785021527E0,-2.137707710E0,-1.210220337E0,1.574676514E0,2.917881704E0
5.789791995E0,-2.102361679E0,-1.202341318E0,1.577945709E0,2.890581591E0
5.794562464E0,-2.067040443E0,-1.167333126E0,1.578630447E0,2.850858978E0
5.799332933E0,-2.019559860E0,-1.150807858E0,1.569571495E0,2.804734467E0
5.804103454E0,-1.943013549E0,-1.145908833E0,1.550859451E0,2.737439267E0
5.808873923E0,-1.856358647E0,-1.128911734E0,1.462789536E0,2.619210254E0
5.813644391E0,-1.725902557E0,-1.155050278E0,1.381968498E0,2.494537575E0
5.818414860E0,-1.652154803E0,-1.174071789E0,1.313182831E0,2.415058841E0
5.823185329E0,-1.592095733E0,-1.186005831E0,1.225373268E0,2.333006279E0
5.827955798E0,-1.569600224E0,-1.248221159E0,1.087498665E0,2.281305388E0
5.832726266E0,-1.580002069E0,-1.236318111E0,9.450416565E-1,2.217654785E0
5.837496787E0,-1.585411072E0,-1.205270052E0,8.434553146E-1,2.162780856E0
5.842267256E0,-1.593508363E0,-1.157265902E0,6.990518570E-1,2.089786297E0
5.847037725E0,-1.568969488E0,-1.077728510E0,5.787944794E-1,1.989514274E0
5.851808193E0,-1.497977972E0,-1.016669989E0,4.444112778E-1,1.864150545E0
5.856578662E0,-1.395591140E0,-9.762349129E-1,3.532981873E-1,1.739404738E0
5.861349131E0,-1.326816201E0,-9.467229843E-1,3.675584793E-1,1.670875482E0
5.866119600E0,-1.293979406E0,-9.233407974E-1,3.962297440E-1,1.638273159E0
5.870890068E0,-1.306212902E0,-9.084661007E-1,4.631071091E-1,1.657097160E0
5.875660537E0,-1.346203089E0,-8.999814987E-1,5.466451645E-1,1.709108069E0
5.880431058E0,-1.394049406E0,-9.220919609E-1,6.874380112E-1,1.807262668E0
5.885201527E0,-1.436757565E0,-9.679267406E-1,8.232250214E-1,1.918033866E0
5.889971995E0,-1.470830560E0,-1.035453081E0,9.515771866E-1,2.034945886E0
5.894742464E0,-1.459268093E0,-1.098685741E0,1.010296822E0,2.087408296E0
5.899512933E0,-1.451146364E0,-1.169761658E0,1.018459320E0,2.124012122E0
5.904283402E0,-1.498376727E0,-1.224983454E0,1.028688431E0,2.191784014E0
5.909053870E0,-1.538611770E0,-1.278713465E0,9.812364578E-1,2.228286178E0
5.913824391E0,-1.605733991E0,-1.350078583E0,9.360313416E-1,2.297226262E0
5.918594860E0,-1.690641642E0,-1.453281641E0,9.003095627E-1,2.404340657E0
5.923365329E0,-1.777245641E0,-1.516525269E0,8.216104507E-1,2.476589326E0
5.928135798E0,-1.894951105E0,-1.589905500E0,6.642341614E-1,2.561219673E0
5.932906266E0,-1.968084574E0,-1.623070002E0,4.833459854E-1,2.596408377E0
5.937676735E0,-2.038149118E0,-1.642148972E0,2.862024307E-1,2.632986309E0
5.942447204E0,-2.060725212E0,-1.639932394E0,1.351013184E-1,2.637085327E0
5.947217725E0,-2.063092709E0,-1.597185135E0,-5.782127380E-3,2.609096647E0
5.951988193E0,-2.010004997E0,-1.590362310E0,-1.555347443E-1,2.567793493E0
5.956758662E0,-1.911530972E0,-1.559582233E0,-2.998008728E-1,2.485181676E0
5.961529131E0,-1.818040371E0,-1.531019688E0,-4.051961899E-1,2.411115100E0
5.966299600E0,-1.705861688E0,-1.492635250E0,-4.598493576E-1,2.312873866E0
5.971070068E0,-1.641819596E0,-1.403804064E0,-4.805908203E-1,2.212962940E0
5.975840537E0,-1.577380896E0,-1.343491793E0,-4.986286163E-1,2.131133779E0
5.980611006E0,-1.538221002E0,-1.309341908E0,-5.044689178E-1,2.082063632E0
5.985381527E0,-1.528436422E0,-1.308473110E0,-5.006265640E-1,2.073366040E0
5.990151995E0,-1.504337072E0,-1.302704573E0,-4.656486511E-1,2.043746045E0
5.994922464E0,-1.534896255E0,-1.306452513E0,-4.354333878E-1,2.062117095E0
5.999692933E0,-1.569513559E0,-1.329434395E0,-3.740863800E-1,2.090624128E0
6.004463402E0,-1.605375409E0,-1.338233471E0,-3.246831894E-1,2.115069313E0
6.009233870E0,-1.653870821E0,-1.380665302E0,-3.016090393E-1,2.175429471E0
6.014004339E0,-1.693232059E0,-1.435223579E0,-2.737627029E-1,2.236481064E0
6.018774860E0,-1.778632402E0,-1.487525225E0,-2.411270142E-1,2.331181407E0
6.023545329E0,-1.848016024E0,-1.496982574E0,-2.179908752E-1,2.388229485E0
6.028315798E0,-1.884827375E0,-1.537723541E0,-2.306032181E-1,2.443429100E0
6.033086266E0,-1.867598295E0,-1.568911552E0,-2.742185593E-1,2.454506604E0
6.037856735E0,-1.832357764E0,-1.588012934E0,-3.345165253E-1,2.447697154E0
6.042627204E0,-1.769727707E0,-1.635507584E0,-3.971967697E-1,2.442250292E0
6.047397673E0,-1.708840370E0,-1.656318665E0,-4.694108963E-1,2.425669705E0
6.052168141E0,-1.666941166E0,-1.676638603E0,-5.224828720E-1,2.421321583E0
6.056938610E0,-1.625373483E0,-1.655844450E0,-6.065731049E-1,2.398247429E0
6.061709131E0,-1.618065357E0,-1.622511625E0,-7.001810074E-1,2.396024398E0
